"DocEntry","LineNum","TargetType","TrgetEntry","BaseRef","BaseType","BaseEntry","BaseLine","LineStatus","ItemCode","Dscription","Quantity","ShipDate","OpenQty","Price","Currency","Rate","DiscPrcnt","LineTotal","TotalFrgn","OpenSum","OpenSumFC","VendorNum","SerialNum","WhsCode","SlpCode","Commission","TreeType","AcctCode","TaxStatus","GrossBuyPr","PriceBefDi","DocDate","Flags","OpenCreQty","UseBaseUn","SubCatNum","BaseCard","TotalSumSy","OpenSumSys","InvntSttus","OcrCode","Project","CodeBars","VatPrcnt","VatGroup","PriceAfVAT","Height1","Hght1Unit","Height2","Hght2Unit","Width1","Wdth1Unit","Width2","Wdth2Unit","Length1","Len1Unit","length2","Len2Unit","Volume","VolUnit","Weight1","Wght1Unit","Weight2","Wght2Unit","Factor1","Factor2","Factor3","Factor4","PackQty","UpdInvntry","BaseDocNum","BaseAtCard","SWW","VatSum","VatSumFrgn","VatSumSy","FinncPriod","ObjType","LogInstanc","BlockNum","ImportLog","DedVatSum","DedVatSumF","DedVatSumS","IsAqcuistn","DistribSum","DstrbSumFC","DstrbSumSC","GrssProfit","GrssProfSC","GrssProfFC","VisOrder","INMPrice","PoTrgNum","PoTrgEntry","DropShip","PoLineNum","Address","TaxCode","TaxType","OrigItem","BackOrdr","FreeTxt","PickStatus","PickOty","PickIdNo","TrnsCode","VatAppld","VatAppldFC","VatAppldSC","BaseQty","BaseOpnQty","VatDscntPr","WtLiable","DeferrTax","EquVatPer","EquVatSum","EquVatSumF","EquVatSumS","LineVat","LineVatlF","LineVatS","unitMsr","NumPerMsr","CEECFlag","ToStock","ToDiff","ExciseAmt","TaxPerUnit","TotInclTax","CountryOrg","StckDstSum","ReleasQtty","LineType","TranType","Text","OwnerCode","StockPrice","ConsumeFCT","LstByDsSum","StckINMPr","LstBINMPr","StckDstFc","StckDstSc","LstByDsFc","LstByDsSc","StockSum","StockSumFc","StockSumSc","StckSumApp","StckAppFc","StckAppSc","ShipToCode","ShipToDesc","StckAppD","StckAppDFC","StckAppDSC","BasePrice","GTotal","GTotalFC","GTotalSC","DistribExp","DescOW","DetailsOW","GrossBase","VatWoDpm","VatWoDpmFc","VatWoDpmSc","CFOPCode","CSTCode","Usage","TaxOnly","WtCalced","QtyToShip","DelivrdQty","OrderedQty","CogsOcrCod","CiOppLineN","CogsAcct","ChgAsmBoMW","ActDelDate","OcrCode2","OcrCode3","OcrCode4","OcrCode5","TaxDistSum","TaxDistSFC","TaxDistSSC","PostTax","Excisable","AssblValue","RG23APart1","RG23APart2","RG23CPart1","RG23CPart2","CogsOcrCo2","CogsOcrCo3","CogsOcrCo4","CogsOcrCo5","LnExcised","LocCode","StockValue","GPTtlBasPr","unitMsr2","NumPerMsr2","SpecPrice","CSTfIPI","CSTfPIS","CSTfCOFINS","ExLineNo","isSrvCall","PQTReqQty","PQTReqDate","PcDocType","PcQuantity","LinManClsd","VatGrpSrc","NoInvtryMv","ActBaseEnt","ActBaseLn","ActBaseNum","OpenRtnQty","AgrNo","AgrLnNum","CredOrigin","Surpluses","DefBreak","Shortages","UomEntry","UomEntry2","UomCode","UomCode2","FromWhsCod","NeedQty","PartRetire","RetireQty","RetireAPC","RetirAPCFC","RetirAPCSC","InvQty","OpenInvQty","EnSetCost","RetCost","Incoterms","TransMod","LineVendor","DistribIS","ISDistrb","ISDistrbFC","ISDistrbSC","IsByPrdct","ItemType","PriceEdit","PrntLnNum","LinePoPrss","FreeChrgBP","TaxRelev","LegalText","ThirdParty","LicTradNum","InvQtyOnly","UnencReasn","ShipFromCo","ShipFromDe","FisrtBin","AllocBinC","ExpType","ExpUUID","ExpOpType","DIOTNat","MYFtype","GPBefDisc","ReturnRsn","ReturnAct","StgSeqNum","StgEntry","StgDesc","ItmTaxType","SacEntry","NCMCode","HsnEntry","OriBAbsEnt","OriBLinNum","OriBDocTyp","U_Mandays","U_Remark","U_Quantity","U_Baseentry","U_BaseLine","U_PaidByClient","U_TransID"
4,6,-1,,,-1,,,"O",,"Barcode implementation -Application Golive 10%","0.000000",,"0.000000","50000.000000","INR","0.000000","0.000000","50000.000000","0.000000","0.000000","0.000000",,,,-1,"0.000000","N","_SYS00000000148","Y","0.000000","50000.000000","2018-07-11 00:00:00.000000000",0,"0.000000","N",,"C00014","50000.000000","0.000000","O",,"CR|PJ065",,"18.000000","","59000.000000","0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","Y",,,,"9000.000000","0.000000","9000.000000",,"17",0,,,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",6,"0.000000",,,"N",,"Unit 2-A Hinjewadi Pune-411057IN","AGST@18","Y",,,,"N","0.000000",,-1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000","9000.000000","0.000000","9000.000000",,"0.000000","S","0.000000","0.000000","0.000000","0.000000","0.000000",,"0.000000","0.000000","R",,,62,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",,,"0.000000","0.000000","0.000000","E","59000.000000","0.000000","59000.000000","Y","N","N",-11,"0.000000","0.000000","0.000000",,,,"N","N","0.000000","0.000000","0.000000",,-1,,,,,,,,"0.000000","0.000000","0.000000","Y",,"0.000000",,,,,,,,,,2,"0.000000","50000.000000",,"0.000000","N",,,,,"N","0.000000",,-1,"0.000000","N","M","N",,,,"0.000000",,,,"0.000000","0.000000","0.000000",0,0,,,,"N","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","0.000000",0,0,,"N","0.000000","0.000000","0.000000","N",4,"N",,"N","N","Y",,"N",,"N",,,,,,,,,,,"59000.000000",-1,-1,,,,,-339,-1,,,,,"0.000000",,,,,"Y",
5,0,-1,,,-1,,,"O",,"Implementation of SAP Mobility solution for Calibration and Breakdown Maintenance-project Kick of 50","0.000000",,"0.000000","1375000.000000","INR","0.000000","0.000000","1375000.000000","0.000000","0.000000","0.000000",,,,-1,"0.000000","N","_SYS00000000148","Y","0.000000","1375000.000000","2018-05-15 00:00:00.000000000",0,"0.000000","N",,"C00017","1375000.000000","0.000000","O",,"CR|PJ067",,"18.000000","","1622500.000000","0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","Y",,,,"247500.000000","0.000000","247500.000000",,"17",0,,,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,"0.000000",,,"N",,,"IGST@18","Y",,,,"N","0.000000",,-1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000","247500.000000","0.000000","247500.000000",,"0.000000","S","0.000000","0.000000","0.000000","0.000000","0.000000",,"0.000000","0.000000","R",,,62,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",,,"0.000000","0.000000","0.000000","E","1622500.000000","0.000000","1622500.000000","Y","N","N",-11,"0.000000","0.000000","0.000000",,,,"N","N","0.000000","0.000000","0.000000",,-1,,,,,,,,"0.000000","0.000000","0.000000","Y",,"0.000000",,,,,,,,,,2,"0.000000","1375000.000000",,"0.000000","N",,,,,"N","0.000000",,-1,"0.000000","N","M","N",,,,"0.000000",,,,"0.000000","0.000000","0.000000",0,0,,,,"N","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","0.000000",0,0,,"N","0.000000","0.000000","0.000000","N",4,"N",,"N","N","Y",,"N",,"N",,,,,,,,,,,"1622500.000000",-1,-1,,,,,-339,-1,,,,,"0.000000",,"0.000000",,,"Y",
5,1,-1,,,-1,,,"O",,"Implementation of SAP Mobility solution for Calibration and Breakdown Maintenance-UAT completed & Si","0.000000",,"0.000000","1100000.000000","INR","0.000000","0.000000","1100000.000000","0.000000","0.000000","0.000000",,,,-1,"0.000000","N","_SYS00000000148","Y","0.000000","1100000.000000","2018-05-15 00:00:00.000000000",0,"0.000000","N",,"C00017","1100000.000000","0.000000","O",,"CR|PJ067",,"18.000000","","1298000.000000","0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","Y",,,,"198000.000000","0.000000","198000.000000",,"17",0,,,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",1,"0.000000",,,"N",,,"IGST@18","Y",,,,"N","0.000000",,-1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000","198000.000000","0.000000","198000.000000",,"0.000000","S","0.000000","0.000000","0.000000","0.000000","0.000000",,"0.000000","0.000000","R",,,62,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",,,"0.000000","0.000000","0.000000","E","1298000.000000","0.000000","1298000.000000","Y","N","N",-11,"0.000000","0.000000","0.000000",,,,"N","N","0.000000","0.000000","0.000000",,-1,,,,,,,,"0.000000","0.000000","0.000000","Y",,"0.000000",,,,,,,,,,2,"0.000000","1100000.000000",,"0.000000","N",,,,,"N","0.000000",,-1,"0.000000","N","M","N",,,,"0.000000",,,,"0.000000","0.000000","0.000000",0,0,,,,"N","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","0.000000",0,0,,"N","0.000000","0.000000","0.000000","N",4,"N",,"N","N","Y",,"N",,"N",,,,,,,,,,,"1298000.000000",-1,-1,,,,,-339,-1,,,,,"0.000000",,"0.000000",,,"Y",
5,2,-1,,,-1,,,"O",,"Implementation of SAP Mobility solution for Calibration and Breakdown Maintenance-Application Golive","0.000000",,"0.000000","275000.000000","INR","0.000000","0.000000","275000.000000","0.000000","0.000000","0.000000",,,,-1,"0.000000","N","_SYS00000000148","Y","0.000000","275000.000000","2018-05-15 00:00:00.000000000",0,"0.000000","N",,"C00017","275000.000000","0.000000","O",,"CR|PJ067",,"18.000000","","324500.000000","0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","Y",,,,"49500.000000","0.000000","49500.000000",,"17",0,,,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",2,"0.000000",,,"N",,,"IGST@18","Y",,,,"N","0.000000",,-1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000","49500.000000","0.000000","49500.000000",,"0.000000","S","0.000000","0.000000","0.000000","0.000000","0.000000",,"0.000000","0.000000","R",,,62,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",,,"0.000000","0.000000","0.000000","E","324500.000000","0.000000","324500.000000","Y","N","N",-11,"0.000000","0.000000","0.000000",,,,"N","N","0.000000","0.000000","0.000000",,-1,,,,,,,,"0.000000","0.000000","0.000000","Y",,"0.000000",,,,,,,,,,2,"0.000000","275000.000000",,"0.000000","N",,,,,"N","0.000000",,-1,"0.000000","N","M","N",,,,"0.000000",,,,"0.000000","0.000000","0.000000",0,0,,,,"N","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","0.000000",0,0,,"N","0.000000","0.000000","0.000000","N",4,"N",,"N","N","Y",,"N",,"N",,,,,,,,,,,"324500.000000",-1,-1,,,,,-339,-1,,,,,"0.000000",,"0.000000",,,"Y",
6,0,-1,,,-1,,,"O",,"Barcode Software Solution (NP & CS)-50%","0.000000",,"0.000000","478912.000000","INR","0.000000","0.000000","478912.000000","0.000000","0.000000","0.000000",,,,-1,"0.000000","N","_SYS00000000089","Y","0.000000","478912.000000","2018-04-18 00:00:00.000000000",0,"0.000000","N",,"C00015","478912.000000","0.000000","O",,"CR|PJ066",,"18.000000","","565116.160000","0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","Y",,,,"86204.160000","0.000000","86204.160000",,"17",0,,,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,"0.000000",,,"N",,,"IGST@18","Y",,,,"N","0.000000",,-1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000","86204.160000","0.000000","86204.160000",,"0.000000","S","0.000000","0.000000","0.000000","0.000000","0.000000",,"0.000000","0.000000","R",,,62,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",,,"0.000000","0.000000","0.000000","E","565116.160000","0.000000","565116.160000","Y","N","N",-11,"0.000000","0.000000","0.000000",,,,"N","N","0.000000","0.000000","0.000000",,-1,,,,,,,,"0.000000","0.000000","0.000000","Y",,"0.000000",,,,,,,,,,2,"0.000000","478912.000000",,"0.000000","N",,,,,"N","0.000000",,-1,"0.000000","N","M","N",,,,"0.000000",,,,"0.000000","0.000000","0.000000",0,0,,,,"N","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","0.000000",0,0,,"N","0.000000","0.000000","0.000000","N",4,"N",,"N","N","Y",,"N",,"N",,,,,,,,,,,"565116.160000",-1,-1,,,,,-339,-1,,,,,"0.000000",,"0.000000",,,"Y",
6,1,-1,,,-1,,,"O",,"Barcode Software Solution (NP & CS)-50%","0.000000",,"0.000000","478912.000000","INR","0.000000","0.000000","478912.000000","0.000000","0.000000","0.000000",,,,-1,"0.000000","N","_SYS00000000089","Y","0.000000","478912.000000","2018-04-18 00:00:00.000000000",0,"0.000000","N",,"C00015","478912.000000","0.000000","O",,"CR|PJ066",,"18.000000","","565116.160000","0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","Y",,,,"86204.160000","0.000000","86204.160000",,"17",0,,,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",1,"0.000000",,,"N",,,"IGST@18","Y",,,,"N","0.000000",,-1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000","86204.160000","0.000000","86204.160000",,"0.000000","S","0.000000","0.000000","0.000000","0.000000","0.000000",,"0.000000","0.000000","R",,,62,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",,,"0.000000","0.000000","0.000000","E","565116.160000","0.000000","565116.160000","Y","N","N",-11,"0.000000","0.000000","0.000000",,,,"N","N","0.000000","0.000000","0.000000",,-1,,,,,,,,"0.000000","0.000000","0.000000","Y",,"0.000000",,,,,,,,,,2,"0.000000","478912.000000",,"0.000000","N",,,,,"N","0.000000",,-1,"0.000000","N","M","N",,,,"0.000000",,,,"0.000000","0.000000","0.000000",0,0,,,,"N","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","0.000000",0,0,,"N","0.000000","0.000000","0.000000","N",4,"N",,"N","N","Y",,"N",,"N",,,,,,,,,,,"565116.160000",-1,-1,,,,,-339,-1,,,,,"0.000000",,"0.000000",,,"Y",
6,2,-1,,,-1,,,"O",,"Barcode Implementation-project kick of 50%","0.000000",,"0.000000","496088.000000","INR","0.000000","0.000000","496088.000000","0.000000","0.000000","0.000000",,,,-1,"0.000000","N","_SYS00000000148","Y","0.000000","496088.000000","2018-04-18 00:00:00.000000000",0,"0.000000","N",,"C00015","496088.000000","0.000000","O",,"CR|PJ066",,"18.000000","","585383.840000","0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","Y",,,,"89295.840000","0.000000","89295.840000",,"17",0,,,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",2,"0.000000",,,"N",,,"IGST@18","Y",,,,"N","0.000000",,-1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000","89295.840000","0.000000","89295.840000",,"0.000000","S","0.000000","0.000000","0.000000","0.000000","0.000000",,"0.000000","0.000000","R",,,62,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",,,"0.000000","0.000000","0.000000","E","585383.840000","0.000000","585383.840000","Y","N","N",-11,"0.000000","0.000000","0.000000",,,,"N","N","0.000000","0.000000","0.000000",,-1,,,,,,,,"0.000000","0.000000","0.000000","Y",,"0.000000",,,,,,,,,,2,"0.000000","496088.000000",,"0.000000","N",,,,,"N","0.000000",,-1,"0.000000","N","M","N",,,,"0.000000",,,,"0.000000","0.000000","0.000000",0,0,,,,"N","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","0.000000",0,0,,"N","0.000000","0.000000","0.000000","N",4,"N",,"N","N","Y",,"N",,"N",,,,,,,,,,,"585383.840000",-1,-1,,,,,-339,-1,,,,,"0.000000",,"0.000000",,,"Y",
6,3,-1,,,-1,,,"O",,"Barcode Implementation-UAT completed & signoff 40%","0.000000",,"0.000000","396870.000000","INR","0.000000","0.000000","396870.000000","0.000000","0.000000","0.000000",,,,-1,"0.000000","N","_SYS00000000148","Y","0.000000","396870.000000","2018-04-18 00:00:00.000000000",0,"0.000000","N",,"C00015","396870.000000","0.000000","O",,"CR|PJ066",,"18.000000","","468306.600000","0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","Y",,,,"71436.600000","0.000000","71436.600000",,"17",0,,,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",3,"0.000000",,,"N",,,"IGST@18","Y",,,,"N","0.000000",,-1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000","71436.600000","0.000000","71436.600000",,"0.000000","S","0.000000","0.000000","0.000000","0.000000","0.000000",,"0.000000","0.000000","R",,,62,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",,,"0.000000","0.000000","0.000000","E","468306.600000","0.000000","468306.600000","Y","N","N",-11,"0.000000","0.000000","0.000000",,,,"N","N","0.000000","0.000000","0.000000",,-1,,,,,,,,"0.000000","0.000000","0.000000","Y",,"0.000000",,,,,,,,,,2,"0.000000","396870.000000",,"0.000000","N",,,,,"N","0.000000",,-1,"0.000000","N","M","N",,,,"0.000000",,,,"0.000000","0.000000","0.000000",0,0,,,,"N","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","0.000000",0,0,,"N","0.000000","0.000000","0.000000","N",4,"N",,"N","N","Y",,"N",,"N",,,,,,,,,,,"468306.600000",-1,-1,,,,,-339,-1,,,,,"0.000000",,"0.000000",,,"Y",
6,4,-1,,,-1,,,"O",,"Barcode Implementation-Application Golive 10%","0.000000",,"0.000000","99218.000000","INR","0.000000","0.000000","99218.000000","0.000000","0.000000","0.000000",,,,-1,"0.000000","N","_SYS00000000148","Y","0.000000","99218.000000","2018-04-18 00:00:00.000000000",0,"0.000000","N",,"C00015","99218.000000","0.000000","O",,"CR|PJ066",,"18.000000","","117077.240000","0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","Y",,,,"17859.240000","0.000000","17859.240000",,"17",0,,,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",4,"0.000000",,,"N",,,"IGST@18","Y",,,,"N","0.000000",,-1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000","17859.240000","0.000000","17859.240000",,"0.000000","S","0.000000","0.000000","0.000000","0.000000","0.000000",,"0.000000","0.000000","R",,,62,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",,,"0.000000","0.000000","0.000000","E","117077.240000","0.000000","117077.240000","Y","N","N",-11,"0.000000","0.000000","0.000000",,,,"N","N","0.000000","0.000000","0.000000",,-1,,,,,,,,"0.000000","0.000000","0.000000","Y",,"0.000000",,,,,,,,,,2,"0.000000","99218.000000",,"0.000000","N",,,,,"N","0.000000",,-1,"0.000000","N","M","N",,,,"0.000000",,,,"0.000000","0.000000","0.000000",0,0,,,,"N","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","0.000000",0,0,,"N","0.000000","0.000000","0.000000","N",4,"N",,"N","N","Y",,"N",,"N",,,,,,,,,,,"117077.240000",-1,-1,,,,,-339,-1,,,,,"0.000000",,"0.000000",,,"Y",
87,2,-1,,"",-1,,,"O","SER0032","Consultant Charges -ABAP Technical Consultant","1.000000","2021-09-30 00:00:00.000000000","0.000000","155000.000000","INR","0.000000","0.000000","155000.000000","0.000000","0.000000","0.000000","",,"CI01",-1,"0.000000","N","_SYS00000000153","Y","0.000000","155000.000000","2020-04-01 00:00:00.000000000",0,"1.000000","N","","C00006","155000.000000","0.000000","O",,"",,"18.000000","","182900.000000","0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",4,"0.000000",,"0.000000",,"1.000000","1.000000","1.000000","1.000000","1.000000","Y",,,"","27900.000000","0.000000","27900.000000",,"17",0,,,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","155000.000000","155000.000000","0.000000",0,"155000.000000",,"","N",,"Unit 2-A STPI, P-1, Hinjiwadi Phase-1 Pune411057 , Maharashtra , India","IGST@18","Y",,"Y","","N","0.000000",,-1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","Y","N","0.000000","0.000000","0.000000","0.000000","27900.000000","0.000000","27900.000000",,"1.000000","S","0.000000","0.000000","0.000000","0.000000","0.000000",,"0.000000","0.000000","R",,"Sr.  ABAP Developer  June 2021(Shabbi)",62,"0.000000","Y","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","Dr Reddy Laboratories","Banjara Hills Hyderabad 8 2 337 Road No 3 500034 , Andhra Pradesh , India","0.000000","0.000000","0.000000","E","182900.000000","0.000000","182900.000000","N","N","Y",-5,"0.000000","0.000000","0.000000",,,,"N","N","0.000000","0.000000","0.000000",,-1,"","N",,,,,,"0.000000","0.000000","0.000000","Y","N","0.000000",,,,,,,,,,2,"0.000000","0.000000",,"1.000000","N",,,,,"N","0.000000",,-1,"0.000000","N","M","N",,,,"0.000000",,,,"0.000000","0.000000","0.000000",-1,-1,"Manual","Manual",,"N","N","0.000000","0.000000","0.000000","0.000000","1.000000","1.000000","N","0.000000",0,0,"","N","0.000000","0.000000","0.000000","N",4,"N",,"N","N","Y",,"N",,"N",,,,,,,,,,,"182900.000000",-1,1,,,,"GR",-338,-1,,,,,,,,,,"Y",
11,0,-1,,,-1,,,"O",,"Flexible RFID tags","0.000000",,"0.000000","93600.000000","INR","0.000000","0.000000","93600.000000","0.000000","0.000000","0.000000",,,,-1,"0.000000","N","_SYS00000000247","Y","0.000000","93600.000000","2018-04-21 00:00:00.000000000",0,"0.000000","N",,"C00016","93600.000000","0.000000","O",,"CR|PJ069",,"18.000000","","110448.000000","0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","Y",,,,"16848.000000","0.000000","16848.000000",,"17",0,,,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",0,"0.000000",,,"N",,"Unit 2-A Hinjewadi Phase-1 Pune-411057IN","IGST@18","Y",,,,"N","0.000000",,-1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000","16848.000000","0.000000","16848.000000",,"0.000000","S","0.000000","0.000000","0.000000","0.000000","0.000000",,"0.000000","0.000000","R",,,62,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",,,"0.000000","0.000000","0.000000","E","110448.000000","0.000000","110448.000000","Y","N","N",-11,"0.000000","0.000000","0.000000",,,,"N","N","0.000000","0.000000","0.000000",,-1,,,,,,,,"0.000000","0.000000","0.000000","Y",,"0.000000",,,,,,,,,,2,"0.000000","93600.000000",,"0.000000","N",,,,,"N","0.000000",,-1,"0.000000","N","M","N",,,,"0.000000",,,,"0.000000","0.000000","0.000000",0,0,,,,"N","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","0.000000",0,0,,"N","0.000000","0.000000","0.000000","N",4,"N",,"N","N","Y",,"N",,"N",,,,,,,,,,,"110448.000000",-1,-1,,,,,-172,-1,,,,,"0.000000",,"1200.000000",,,"Y",
11,1,-1,,,-1,,,"O",,"Rigid RFID tags","0.000000",,"0.000000","84000.000000","INR","0.000000","0.000000","84000.000000","0.000000","0.000000","0.000000",,,,-1,"0.000000","N","_SYS00000000247","Y","0.000000","84000.000000","2018-04-21 00:00:00.000000000",0,"0.000000","N",,"C00016","84000.000000","0.000000","O",,"CR|PJ069",,"18.000000","","99120.000000","0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","Y",,,,"15120.000000","0.000000","15120.000000",,"17",0,,,"0.000000","0.000000","0.000000","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",1,"0.000000",,,"N",,"Unit 2-A Hinjewadi Phase-1 Pune-411057IN","IGST@18","Y",,,,"N","0.000000",,-1,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","N","0.000000","0.000000","0.000000","0.000000","15120.000000","0.000000","15120.000000",,"0.000000","S","0.000000","0.000000","0.000000","0.000000","0.000000",,"0.000000","0.000000","R",,,62,"0.000000",,"0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000",,,"0.000000","0.000000","0.000000","E","99120.000000","0.000000","99120.000000","Y","N","N",-11,"0.000000","0.000000","0.000000",,,,"N","N","0.000000","0.000000","0.000000",,-1,,,,,,,,"0.000000","0.000000","0.000000","Y",,"0.000000",,,,,,,,,,2,"0.000000","84000.000000",,"0.000000","N",,,,,"N","0.000000",,-1,"0.000000","N","M","N",,,,"0.000000",,,,"0.000000","0.000000","0.000000",0,0,,,,"N","N","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","N","0.000000",0,0,,"N","0.000000","0.000000","0.000000","N",4,"N",,"N","N","Y",,"N",,"N",,,,,,,,,,,"99120.000000",-1,-1,,,,,-172,-1,,,,,"0.000000",,"1750.000000",,,"Y",
